0.0, 0.0
0.01, 0.865843010156
0.02, 1.693751325
0.03, 2.48862490547
0.04, 3.2551424
0.05, 3.99776611328
0.06, 4.720746975
0.07, 5.42812950859
0.08, 6.1237568
0.09, 6.81127546641
0.1, 7.494140625
0.11, 8.17562086172
0.12, 8.8588032
0.13, 9.54659806953
0.14, 10.241744275
0.15, 10.9468139648
0.16, 11.6642176
0.17, 12.3962089227
0.18, 13.144889925
0.19, 13.912215818
0.2, 14.7
0.21, 15.5099190258
0.22, 16.343517575
0.23, 17.2022134211
0.24, 18.0873024
0.25, 18.9999633789
0.26, 19.941263225
0.27, 20.9121617742
0.28, 21.9135168
0.29, 22.946088982
0.3, 24.010546875
0.31, 25.1074718773
0.32, 26.2373632
0.33, 27.4006428352
0.34, 28.597660525
0.35, 29.8286987305
0.36, 31.0939776
0.37, 32.3936599383
0.38, 33.727856175
0.39, 35.0966293336
0.4, 36.5
0.41, 37.9379512914
0.42, 39.410433825
0.43, 40.9173706867
0.44, 42.4586624
0.45, 44.0341918945
0.46, 45.643829475
0.47, 47.2874377898
0.48, 48.9648768
0.49, 50.6760087477
0.5, 52.420703125
0.51, 54.198841643
0.52, 56.0103232
0.53, 57.8550688508
0.54, 59.733026775
0.55, 61.6441772461
0.56, 63.5885376
0.57, 65.5661672039
0.58, 67.577172425
0.59, 69.6217115992
0.6, 71.7
0.61, 73.812314807
0.62, 75.959000075
0.63, 78.1404717023
0.64, 80.3572224
0.65, 82.6098266602
0.66, 84.898945725
0.67, 87.2253325555
0.68, 89.5898368
0.69, 91.9934097633
0.7, 94.437109375
0.71, 96.9221051586
0.72, 99.4496832
0.73, 102.021251116
0.74, 104.638343025
0.75, 107.302624512
0.76, 110.0158976
0.77, 112.78010572
0.78, 115.597338675
0.79, 118.469837615
0.8, 121.4
0.81, 124.390384573
0.82, 127.443716325
0.83, 130.562891468
0.84, 133.7509824
0.85, 137.011242676
0.86, 140.347111975
0.87, 143.762221071
0.88, 147.2603968
0.89, 150.845667029
0.9, 154.522265625
0.91, 158.294637424
0.92, 162.1674432
0.93, 166.145564632
0.94, 170.234109275
0.95, 174.438415527
0.96, 178.7640576
0.97, 183.216850485
0.98, 187.802854925
0.99, 192.52838238
1.0, 197.4
